MouseID,DYRK1A_C,ITSN1_C,BDNF_C,NR2A_C,pAKT_C,pCAMKII_C,pELK_C,pERK_C,pJNK_C,PKCA_C,pMEK_C,pNR1_C,pNR2A_C,pNR2B_C,pPKCAB_C,pRSK_C,AKT_C,BRAF_C,CAMKII_C,ELK_C,ERK_C,GSK3B_C,JNK_C,MEK_C,TRKA_C,RSK_C,CTNNB1_C,SOD1_C,MTOR_C,pMTOR_C,RCAN1_C,AMPKA_C,NR2B_C,pNUMB_C,RAPTOR_C,TIAM1_C,pP70S6_C,NUMB_C,P70S6_C,pPKCG_C,CDK5_C,S6_C,RRP1_C,BAX_C,ARC_C,ERBB4_C,nNOS_C,GAD2_C,GluR4_C,CASP3_C,IL1B_C,P35_25_C,pCASP9_C,PSD95_C,Ubiquitin_C,pGSK3B_Tyr216_C,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,CTNNB1_N,SOD1_N,MTOR_N,pMTOR_N,RCAN1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_S9_N,pPKCG_N,CDK5_N,S6_N,H3AcK9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,GFAP_N,GAD2_N,GluR3_N,GluR4_N,CASP3_N,IL1B_N,P35_25_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,APP_M,DYRK1A_M,ITSN1_M,TIAM1_M,NR1_M,NR2A_M,NR2B_M,pNR1_M,pNR2A_M,pNR2B_M,GluR3_M,GluR4_M,pGluR2_M,BDNF_M,NUMB_M,pNUMB_M,TRKA_M,PSD95_M,SYP_M,SNCA_M,Genotype,Treatment,Behavior,class
3421_6,1.6946,1.73,0.437,0.398,0.4783,0.7422,1.0739,2.9375,0.6394,0.2118,0.5409,0.4523,0.357,1.3383,0.524,0.395,0.8832,0.3118,0.1557,0.1192,1.6802,1.0751,0.3037,0.4113,0.5679,0.3051,0.1597,0.9711,0.4504,0.5466,2.7956,0.7647,0.3324,0.2443,0.3509,1.1454,2.019,0.1204,1.9406,0,1.0729,1.7966,0.293,0.4714,0.3627,0.1881,0.362,0.435939216,0.2166,0.3478,0.5964,0.163,1.0066,0.2308,0.3162,4.0524,0.7545,1.1681,0.3488,2.4295,1.2057,0.3064,1.3244,0.2807,1.0435,0.5216,0.9271,0.2108,0.3722,1.5521,1.3153,1.0398,0.4282,0.3818,0.5019,0.1754,0.1841,0.2209,0.2476,0.4937,0.6722,0.2551,0.5091,1.5651,0.2875,0.2494,1.1919,0.8393,0.5242,0.6436,1.1314,0.4956,0.7104,0.3192,0.3352,0.659,0.9423,0.1506,1.6077,0.1797,2.9854,0.7747,1.1061,0.7328,0.569,0.4807,0.3844,0.2855,0.3407,0.1934,0.3404,0.5844,0.3996,0.2667,0.7091,0.2879,1.4044,3.6414,0.168,0.9619,2.285,0.2883,0.6327,0.9404,3.1586,0.6648,1.7821,1.6094,0.8657,1.329,0.3358,0.884,0.4371,0.5433,0.3886,0.4187,0.4351,0.6943,0.5963,0.5718,1.5246,0.1638,Ts65Dn,Saline,S/C,TSS
3421_7,1.5807,1.6721,0.3357,0.3758,0.3607,0.905,0.8857,2.6242,0.5623,0.2208,0.5885,0.4134,0.2478,1.2908,0.5718,0.2951,0.9241,0.3046,0.1625,0.1198,1.7625,1.2124,0.3215,0.3955,0.6361,0.1885,0.1279,1.0232,0.4228,0.4922,2.9094,0.6135,0.2923,0.3375,0.2451,0.859,1.7701,0.0943,2.0352,0,0.9611,1.577,0.2434,0.391,0.2816,0.1398,0.2971,0.435939216,0.1508,0.2238,0.6373,0.1469,0.9197,0.1779,0.2709,3.675,0.7103,1.1623,0.3269,2.3984,1.183,0.2981,1.479,0.273,0.9884,0.4928,0.8907,0.2294,0.4243,1.606,1.3722,1.0441,0.4834,0.3501,0.574,0.1916,0.206,0.2165,0.2737,0.4978,0.6821,0.2922,0.5605,1.8379,0.2745,0.232,1.1162,0.8146,0.5789,0.6907,1.2736,0.4401,0.7808,0.3558,0.3339,0.6053,1.103,0.1365,1.3615,0.1603,2.892,0.6976,1.0068,0.6505,0.5592,0.4539,0.3795,0.2638,0.3246,0.1976,0.345,0.5622,0.3923,0.2496,0.7795,0.2844,1.3104,3.5147,0.1668,0.8839,2.1657,0.3015,0.6197,0.8759,3.2721,0.6628,1.7461,1.4143,0.8285,1.2751,0.3434,0.9033,0.4821,0.5869,0.4208,0.4204,0.3761,0.6751,0.6015,0.5638,1.3669,0.168,Ts65Dn,Saline,S/C,TSS
3421_8,1.5443,1.596,0.3316,0.3861,0.3421,0.9232,0.9066,2.5977,0.5394,0.2131,0.5751,0.4144,0.2914,1.3438,0.5717,0.3004,0.9143,0.3056,0.1637,0.1206,1.7629,1.189,0.3179,0.3851,0.592,0.182,0.1205,1.0432,0.4175,0.5251,2.8597,0.6171,0.2957,0.3321,0.2264,0.8552,1.8292,0.097,1.8848,0,0.9802,1.5645,0.2499,0.3829,0.294,0.1415,0.2899,0.435939216,0.152,0.22,0.7271,0.1465,0.9922,0.1763,0.2689,3.854,0.7143,1.1079,0.3268,2.24,1.194,0.3061,1.4105,0.2829,1.0385,0.5005,0.9089,0.226,0.4186,1.6061,1.4038,1.0029,0.4446,0.3576,0.5395,0.1914,0.2039,0.2106,0.2634,0.4967,0.6624,0.2831,0.5568,1.698,0.2767,0.2256,1.0715,0.8051,0.5763,0.7007,1.2028,0.4376,0.7777,0.3517,0.3342,0.6159,1.0731,0.1343,1.3554,0.1579,2.8079,0.6995,0.9952,0.6641,0.4927,0.4368,0.3793,0.2575,0.3265,0.1816,0.3367,0.5428,0.4003,0.2682,0.7503,0.2927,1.2878,3.4873,0.1642,0.8238,2.2061,0.2868,0.644,0.9469,3.2283,0.6741,1.7959,1.5695,0.8595,1.3134,0.331,0.9169,0.4922,0.6066,0.445,0.436,0.4352,0.6924,0.6198,0.5796,1.427,0.1721,Ts65Dn,Saline,S/C,TSS
3421_9,1.8052,1.7327,0.3373,0.4018,0.3527,0.8814,0.932,2.8023,0.5719,0.2129,0.5854,0.4712,0.3763,1.3306,0.5376,0.332,0.9678,0.3224,0.1602,0.128,1.7429,1.1122,0.3186,0.4287,0.5965,0.1765,0.1189,0.9113,0.4735,0.5414,2.8869,0.6618,0.3555,0.3209,0.2437,0.8972,2.1004,0.1019,1.8284,0,0.9776,1.6751,0.2661,0.4003,0.3063,0.1542,0.2901,0.435939216,0.1289,0.2238,0.6862,0.155,0.9783,0.1873,0.2872,3.828,0.7506,1.2126,0.3301,2.3203,1.173,0.3176,1.3578,0.2824,1.0601,0.531,0.9471,0.2235,0.4055,1.609,1.4072,1.0143,0.4455,0.3675,0.5363,0.1915,0.2049,0.2174,0.2536,0.495,0.7283,0.2782,0.5388,1.5165,0.2781,0.2292,1.1492,0.8101,0.5836,0.7039,1.2476,0.4881,0.7698,0.3464,0.3665,0.6263,1.0614,0.1411,1.5172,0.1644,2.9774,0.7172,1.0186,0.7574,0.5317,0.4846,0.389,0.2658,0.3431,0.1907,0.3494,0.5671,0.3954,0.2632,0.7965,0.2978,1.3538,3.6893,0.1707,0.8851,2.3175,0.2944,0.6133,0.8336,3.1978,0.6777,1.7711,1.5306,0.8522,1.3111,0.3363,0.9313,0.4814,0.595,0.4224,0.4151,0.4019,0.6804,0.6249,0.571,1.4542,0.1769,Ts65Dn,Saline,S/C,TSS
3422_1,1.0407,1.103,0.36,0.4913,0.351,0.3575,0.856,0.8378,0.5313,0.2344,0.4695,0.3554,0.2772,1.0529,0.264,0.2341,0.9552,0.3133,0.1593,0.1029,1.5946,1.1017,0.2954,0.4346,0.6847,0.1929,0.1653,0.8095,0.4045,0.4375,2.0471,0.487,0.251,0.1833,0.2671,0.5169,1.6847,0.0955,1.5856,0,0.9163,1.4705,0.2042,0.358,0.2521,0.1494,0.2235,0.4638,0.1069,0.215,0.6126,0.2007,0.9592,0.1617,0.3353,3.9029,NA,NA,NA,NA,1.3287,NA,0.8998,NA,NA,NA,NA,0.2253,0.3418,1.6027,1.0007,1.0456,0.391,NA,0.4786,0.1474,0.1702,NA,0.2163,0.4623,0.6579,0.248,0.5357,1.3834,NA,NA,NA,0.601,0.5077,0.6045,NA,NA,0.6782,0.3141,NA,NA,1.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4455,0.7342,2.8737,0.6109,1.4332,1.4324,0.8376,1.1297,0.2908,0.727,0.4549,0.518,0.3896,0.446,0.3277,0.5731,0.5574,0.3769,3.2972,0.1314,Control,Saline,S/C,CSS
3422_10,NA,NA,NA,0.5838,NA,0.3462,NA,NA,NA,0.249,0.4837,0.3771,0.2278,0.9744,0.2705,NA,1.0525,0.3186,0.177,0.1139,1.3735,1.1517,0.2986,0.4426,0.7685,NA,NA,0.81,0.3779,0.4451,NA,NA,0.251,0.205,NA,NA,2.0732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1568,NA,0.7681,NA,NA,NA,NA,0.2373,0.4054,1.5982,1.1063,0.8213,0.3903,NA,0.5264,0.199,0.226,NA,0.2335,0.3977,0.6404,0.3048,0.5851,1.4838,NA,NA,NA,0.6069,0.6572,0.7515,NA,NA,0.7908,0.3832,NA,NA,1.2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_11,NA,NA,NA,0.5899,NA,0.3719,NA,NA,NA,0.2603,0.499,0.4051,0.2727,1.0552,0.2765,NA,1.0087,0.3055,0.1789,0.1328,1.4168,1.1681,0.3147,0.4732,0.787,NA,NA,0.8568,0.4051,0.4724,NA,NA,0.298,0.2171,NA,NA,2.2864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0966,NA,0.7555,NA,NA,NA,NA,0.2344,0.3933,1.5777,1.1162,0.8297,0.3896,NA,0.5171,0.191,0.2216,NA,0.2335,0.3812,0.6424,0.2986,0.5922,1.7324,NA,NA,NA,0.5902,0.6482,0.7386,NA,NA,0.8838,0.4027,NA,NA,1.2875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_12,NA,NA,NA,0.5201,NA,0.3044,NA,NA,NA,0.2517,0.5107,0.4767,0.3218,1.0636,0.2781,NA,1.0207,0.514,0.1808,0.1378,1.3482,1.0709,0.3024,0.5432,0.7576,NA,NA,0.7941,0.4637,0.5063,NA,NA,0.3579,0.2067,NA,NA,2.4179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1005,NA,0.7673,NA,NA,NA,NA,0.2377,0.4055,1.5788,1.1105,0.8501,0.4031,NA,0.514,0.2041,0.2255,NA,0.2313,0.3841,0.6366,0.2941,0.5886,1.4586,NA,NA,NA,0.5903,0.6541,0.7397,NA,NA,0.8048,0.4062,NA,NA,1.2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_13,NA,NA,NA,0.545,NA,0.3413,NA,NA,NA,0.2372,0.4789,0.3792,0.2387,1.0049,0.2572,NA,1.0734,0.9363,0.1847,0.1337,1.3335,1.0802,0.3029,0.4463,0.8308,NA,NA,0.7696,0.4059,0.4516,NA,NA,0.2504,0.1925,NA,NA,2.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0969,NA,0.7172,NA,NA,NA,NA,0.2398,0.4664,1.599,1.148,0.7044,0.3993,NA,0.543,0.2114,0.2439,NA,0.2515,0.3694,0.6505,0.3336,0.64,1.5549,NA,NA,NA,0.5867,0.7024,0.7926,NA,NA,0.8327,0.4153,NA,NA,1.2996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_14,NA,NA,NA,0.5108,NA,0.3375,NA,NA,NA,0.2403,0.4849,0.3954,0.2685,0.9804,0.2571,NA,0.9909,0.3284,0.1867,0.1422,1.2882,1.0728,0.292,0.4581,0.786,NA,NA,0.8037,0.4323,0.5012,NA,NA,0.2786,0.2149,NA,NA,2.2958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,0.7146,NA,NA,NA,NA,0.239,0.453,1.5809,1.1644,0.7298,0.4053,NA,0.5332,0.2059,0.2443,NA,0.257,0.3556,0.6522,0.3229,0.6481,1.5491,NA,NA,NA,0.6216,0.6826,0.8097,NA,NA,0.8526,0.3929,NA,NA,1.3369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_15,NA,NA,NA,0.504,NA,0.3283,NA,NA,NA,0.2374,0.4979,0.4795,0.3217,1.0264,0.2803,NA,1.041,0.1583,0.1832,0.1602,1.2534,0.9661,0.3033,0.5365,0.8012,NA,NA,0.7518,0.4268,0.504,NA,NA,0.3764,0.2058,NA,NA,2.5285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0499,NA,0.7253,NA,NA,NA,NA,0.2407,0.4605,1.6063,1.158,0.7401,0.4133,NA,0.6097,0.2254,0.2446,NA,0.2622,0.3704,0.6734,0.3299,0.6585,1.5423,NA,NA,NA,0.5954,0.7009,0.803,NA,NA,0.8347,0.408,NA,NA,1.3257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_2,1.039,1.0551,0.3648,0.5341,0.3364,0.3571,0.8335,0.8405,0.5386,0.2429,0.4803,0.38,0.2687,1.0938,0.2968,0.239,0.91,0.3172,0.1597,0.1117,1.5453,1.1106,0.3026,0.4643,0.6734,0.1925,0.1623,0.8692,0.3937,0.4913,2.0616,0.4722,0.2723,0.1869,0.2571,0.518,1.8742,0.0908,1.5286,0,0.8848,1.44,0.2068,0.3585,0.2425,0.1457,0.2146,0.4455,0.1094,0.2179,0.5995,0.2143,0.9457,0.1623,0.322,3.7892,NA,NA,NA,NA,1.3545,NA,0.924,NA,NA,NA,NA,0.2347,0.3554,1.6169,1.0203,1.1099,0.4215,NA,0.4942,0.1514,0.1793,NA,0.2241,0.4818,0.6468,0.2538,0.5512,1.6076,NA,NA,NA,0.6228,0.5354,0.6282,NA,NA,0.6616,0.3133,NA,NA,1.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4532,0.7624,2.9432,0.6307,1.46,1.424,0.8607,1.1419,0.2762,0.7133,0.4642,0.5311,0.4473,0.4337,0.3761,0.6108,0.5578,0.3765,3.3905,0.1122,Control,Saline,S/C,CSS
3422_3,1.0487,1.1178,0.3739,0.4806,0.3533,0.3696,0.8771,0.858,0.5486,0.2487,0.4906,0.4521,0.2981,1.2043,0.3527,0.2661,0.9626,0.3296,0.1663,0.123,1.5359,1.1685,0.3103,0.5216,0.7128,0.1965,0.1626,0.8328,0.3982,0.4922,2.0235,0.481,0.3359,0.1982,0.2776,0.531,2.1991,0.0981,1.61,0,0.9174,1.4412,0.223,0.3678,0.2585,0.1473,0.2236,0.483,0.1206,0.2172,0.6062,0.2135,0.9442,0.1662,0.3355,3.8769,NA,NA,NA,NA,1.3163,NA,0.9225,NA,NA,NA,NA,0.234,0.3552,1.5808,1.0049,1.1038,0.4347,NA,0.4861,0.1487,0.1805,NA,0.2244,0.4756,0.6375,0.2499,0.5632,1.5364,NA,NA,NA,0.6019,0.5201,0.6178,NA,NA,0.655,0.3192,NA,NA,1.0806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4425,0.772,3.0188,0.6381,1.4885,1.5004,0.8794,1.1543,0.2732,0.7489,0.448,0.5507,0.4246,0.4531,0.3824,0.6002,0.575,0.3832,3.2263,0.1419,Control,Saline,S/C,CSS
3422_4,1.135,1.1414,0.3331,0.483,0.3443,0.3425,0.816,0.8439,0.5386,0.2342,0.4699,0.3479,0.2354,1.0383,0.2402,0.2475,0.9052,0.3122,0.1674,0.1074,1.535,1.126,0.2948,0.4339,0.7084,0.184,0.1744,0.8429,0.389,0.4102,2.1369,0.4662,0.2496,0.1848,0.2501,0.5178,1.858,0.0949,1.5829,0,0.915,1.4559,0.1994,0.3408,0.2408,0.1391,0.2106,0.4107,0.0885,0.1885,0.5759,0.1892,0.7498,0.1593,0.3148,3.8721,NA,NA,NA,NA,1.2427,NA,0.8454,NA,NA,NA,NA,0.2203,0.3557,1.5794,1.0189,0.9613,0.3712,NA,0.4726,0.1623,0.1859,NA,0.2177,0.4344,0.6651,0.2554,0.5487,1.4015,NA,NA,NA,0.5733,0.5477,0.6235,NA,NA,0.6757,0.3263,NA,NA,1.0959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4624,0.7834,2.8831,0.6313,1.4927,1.4553,0.8489,1.1554,0.2691,0.7786,0.4857,0.575,0.4705,0.4543,0.3552,0.5772,0.5544,0.373,2.8571,0.1516,Control,Saline,S/C,CSS
3422_5,1.1812,1.1526,0.3573,0.5296,0.3524,0.3601,0.9039,0.8214,0.5356,0.2476,0.4869,0.3789,0.2755,1.0558,0.2655,0.254,0.9194,0.3142,0.1644,0.1151,1.4593,1.1222,0.314,0.4746,0.6991,0.176,0.1864,0.8712,0.3726,0.435,1.9994,0.5148,0.2687,0.1969,0.2504,0.531,1.888,0.1026,1.5986,0,0.9571,1.5102,0.214,0.354,0.2576,0.1513,0.2166,0.4255,0.0965,0.2127,0.5347,0.1877,0.7439,0.1679,0.3085,3.8607,NA,NA,NA,NA,1.295,NA,0.8671,NA,NA,NA,NA,0.2308,0.3679,1.636,1.0476,1.0358,0.397,NA,0.4849,0.1679,0.1945,NA,0.2281,0.4512,0.6191,0.2651,0.5646,1.6657,NA,NA,NA,0.6047,0.5736,0.6605,NA,NA,0.7405,0.3456,NA,NA,1.1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4793,0.7792,2.9569,0.6641,1.5311,1.422,0.8746,1.1412,0.3075,0.7863,0.5153,0.6341,0.4695,0.4613,0.361,0.6069,0.5927,0.386,2.9237,0.1472,Control,Saline,S/C,CSS
3422_6,1.1482,1.1297,0.3365,0.4737,0.3389,0.3393,0.7969,0.8221,0.5014,0.2482,0.4878,0.4421,0.2436,1.1339,0.3036,0.2764,1.0017,0.3246,0.1761,0.1281,1.5154,1.1238,0.3149,0.5108,0.7188,0.1664,0.1679,0.8486,0.3818,0.4766,1.8551,0.4674,0.3278,0.2074,0.2337,0.5277,2.3801,0.0937,1.5653,0,0.8954,1.4641,0.2085,0.3583,0.2531,0.1391,0.2098,0.4077,0.1067,0.2113,0.5642,0.1824,0.7387,0.1558,0.3037,3.6575,NA,NA,NA,NA,1.2756,NA,0.8608,NA,NA,NA,NA,0.2336,0.3758,1.6213,1.0235,1.0366,0.419,NA,0.5082,0.1623,0.1959,NA,0.2325,0.4591,0.6139,0.2634,0.5713,1.6396,NA,NA,NA,0.601,0.558,0.6406,NA,NA,0.7143,0.3408,NA,NA,1.1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4773,0.7739,2.8837,0.6475,1.5403,1.4139,0.8288,1.1515,0.2837,0.7851,0.4752,0.5979,0.4875,0.4453,0.3648,0.5968,0.5813,0.3813,2.7925,0.1637,Control,Saline,S/C,CSS
3422_7,NA,NA,NA,0.5417,NA,0.3477,NA,NA,NA,0.2335,0.4626,0.358,0.2238,1.012,0.2418,NA,0.9269,0.3248,0.1687,0.1056,1.4716,1.1013,0.2979,0.4125,0.732,NA,NA,0.7825,0.3713,0.4294,NA,NA,0.2232,0.187,NA,NA,1.8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.228,NA,0.7982,NA,NA,NA,NA,0.225,0.3904,1.6055,1.0546,0.8992,0.3916,NA,0.4884,0.1781,0.2012,NA,0.2261,0.4208,0.646,0.2766,0.5571,1.4084,NA,NA,NA,0.6064,0.6026,0.6804,NA,NA,0.7533,0.3443,NA,NA,1.1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_8,NA,NA,NA,0.5553,NA,0.3359,NA,NA,NA,0.2355,0.4818,0.3905,0.2867,1.0219,0.2689,NA,0.8922,0.2982,0.1718,0.1105,1.4306,1.1378,0.2941,0.4939,0.7244,NA,NA,0.8053,0.3996,0.4885,NA,NA,0.2702,0.2018,NA,NA,1.9778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1895,NA,0.8018,NA,NA,NA,NA,0.2272,0.3967,1.6235,1.055,0.9236,0.403,NA,0.4951,0.1757,0.1983,NA,0.2326,0.4236,0.6269,0.2756,0.5692,1.6718,NA,NA,NA,0.5987,0.6076,0.6931,NA,NA,0.9259,0.347,NA,NA,1.2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3422_9,NA,NA,NA,0.4721,NA,0.335,NA,NA,NA,0.2352,0.4895,0.4639,0.2644,1.0636,0.2907,NA,0.9672,0.3238,0.1768,0.1316,1.4154,1.1001,0.2956,0.5036,0.7198,NA,NA,0.7759,0.3678,0.4665,NA,NA,0.3238,0.2073,NA,NA,2.3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1949,NA,0.8,NA,NA,NA,NA,0.2301,0.3893,1.5844,1.0553,0.9455,0.4149,NA,0.5035,0.1772,0.2049,NA,0.2312,0.4297,0.6594,0.278,0.5775,1.4234,NA,NA,NA,0.5976,0.61,0.6878,NA,NA,0.7639,0.3507,NA,NA,1.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3423_1,1.0579,1.1735,0.4718,0.48,0.4646,1.1219,0.9084,1.6141,0.6038,0.1912,0.5979,0.381,0.3086,1.4659,0.3343,0.2821,0.8841,0.3096,0.1531,0.1103,2.1196,1.1516,0.2918,0.4348,0.5991,0.2813,0.16,0.7368,0.3945,0.4752,1.8857,0.5625,0.2427,0.44,0.3232,0.6362,1.5634,0.1106,1.7504,0,1.0212,1.1427,0.2872,0.3833,0.3035,0.1973,0.2719,0.4843,0.1916,0.276,0.6664,0.2236,1.0944,0.2037,0.3532,3.3433,0.5097,0.8746,0.3529,2.0952,1.5023,0.3245,1.787,0.2835,0.9188,0.3776,0.7915,0.2057,0.3418,1.752,1.3799,1.2985,0.4509,0.3811,0.4729,0.1397,0.1661,0.2179,0.2509,0.5463,0.7344,0.2172,0.5561,1.5359,0.3167,0.1895,1.1928,0.7423,0.5043,0.6453,0.8169,0.4803,0.6613,0.3152,0.3401,0.6984,0.9199,0.1587,1.808,0.2111,2.1964,0.6996,0.6437,0.4574,1.0678,0.4941,0.3552,0.2829,0.3229,0.208,0.2993,0.6224,0.3886,0.2493,0.5643,0.3315,1.582,3.3717,0.1744,0.8351,1.7867,0.2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
3423_10,NA,NA,NA,0.4646,NA,0.9871,NA,NA,NA,0.1857,0.5713,0.3493,0.2588,1.2169,0.2843,NA,0.8283,0.29,0.163,0.1174,1.6839,1.0638,0.2807,0.4365,0.6639,NA,NA,0.7331,0.3781,0.459,NA,NA,0.2175,0.385,NA,NA,1.7522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6176,0.9528,0.3357,2.3831,1.3734,0.3276,1.6052,0.2705,1.0681,0.4525,0.9195,0.221,0.4103,1.7861,1.4655,1.2725,0.4582,0.3747,0.517,0.1908,0.2165,0.2083,0.2351,0.4857,0.7365,0.2565,0.5812,1.5966,0.27,0.2412,1.1193,0.6709,0.6508,0.7895,1.1106,0.4437,0.828,0.3237,0.3103,0.6735,1.085,0.1406,1.3538,0.1769,2.5625,0.7307,0.6357,0.5751,1.2234,0.5108,0.3902,0.2742,0.3409,0.1968,0.3112,0.6308,0.3887,0.2878,0.7214,0.2925,1.3324,3.8483,0.1546,0.9414,2.1177,0.2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Saline,S/C,CSS
